,id,prediction,pred_score,conversation_id,root,speaker,text,turnNumber,politeness_label,politeness_label_name,annotation_status
214935,acs-7ea57f53-8545-4922-991a-98a40e84d3a5,1,0.9814312024245878,acs-f6d6776c-0765-4459-8d05-efa8305fac9f-1,acs-f6d6776c-0765-4459-8d05-efa8305fac9f-1,agent,"Wonderful! Thank you for visiting us, wish to serve you again. Have a safe flight!",13,3,polite,annotated
214936,acs-7ea57f53-8545-4922-991a-98a40e84d3a5,1,0.9814312024245878,acs-f6d6776c-0765-4459-8d05-efa8305fac9f-2,acs-f6d6776c-0765-4459-8d05-efa8305fac9f-2,agent,"Wonderful! Thank you for visiting us, wish to serve you again. Have a safe flight!",13,3,polite,annotated
214937,acs-1c38f73b-a9ba-44cd-86a3-86e789a8e9a7,1,0.9814312024245878,acs-7efe067f-858b-4d64-ac83-ef0747e3290a-1,acs-7efe067f-858b-4d64-ac83-ef0747e3290a-1,agent,"Lovely! Thank you for visiting us, wish to serve you again. Have a safe flight!",13,3,polite,annotated
214938,acs-1c38f73b-a9ba-44cd-86a3-86e789a8e9a7,1,0.9814312024245878,acs-7efe067f-858b-4d64-ac83-ef0747e3290a-2,acs-7efe067f-858b-4d64-ac83-ef0747e3290a-2,agent,"Lovely! Thank you for visiting us, wish to serve you again. Have a safe flight!",13,3,polite,annotated
214939,acs-f0055997-ad89-4ba6-979e-a37596b3b843,1,0.9814312024245878,acs-5aa95517-05d1-420e-b132-594b3dd587a9-1,acs-5aa95517-05d1-420e-b132-594b3dd587a9-1,agent," Thank you for visiting us, wish to serve you again. Have a safe flight!",11,3,polite,annotated
214940,acs-f0055997-ad89-4ba6-979e-a37596b3b843,1,0.9814312024245878,acs-5aa95517-05d1-420e-b132-594b3dd587a9-2,acs-5aa95517-05d1-420e-b132-594b3dd587a9-2,agent," Thank you for visiting us, wish to serve you again. Have a safe flight!",11,3,polite,annotated
214941,acs-fa656297-79cf-4386-9e4d-cad2d32cb3b7,1,0.9814312024245878,acs-b5100c3e-ea11-4c20-9662-1e788795135a-1,acs-b5100c3e-ea11-4c20-9662-1e788795135a-1,agent,"Thank you for choosing us, wish to serve you again. Have a safe flight!",12,3,polite,annotated
214942,acs-fa656297-79cf-4386-9e4d-cad2d32cb3b7,1,0.9814312024245878,acs-b5100c3e-ea11-4c20-9662-1e788795135a-2,acs-b5100c3e-ea11-4c20-9662-1e788795135a-2,agent,"Thank you for choosing us, wish to serve you again. Have a safe flight!",12,3,polite,annotated
214943,acs-7ee4680a-29ea-4326-8dcf-09f047fc0d36,1,0.9814312024245878,acs-05e6ec28-872a-4d48-9c7f-442eabb19f07-1,acs-05e6ec28-872a-4d48-9c7f-442eabb19f07-1,agent,Fantastic! Thank you for reaching out to us. Have a great journey. Bye.,11,3,polite,annotated
214944,acs-7ee4680a-29ea-4326-8dcf-09f047fc0d36,1,0.9814312024245878,acs-05e6ec28-872a-4d48-9c7f-442eabb19f07-2,acs-05e6ec28-872a-4d48-9c7f-442eabb19f07-2,agent,Fantastic! Thank you for reaching out to us. Have a great journey. Bye.,11,3,polite,annotated
214945,acs-f76157e3-2c2e-4a66-b841-21bdb986ccf0,1,0.9814312024245878,acs-4a734e9e-74d5-47d1-9a2f-c1cfa9e710ad-1,acs-4a734e9e-74d5-47d1-9a2f-c1cfa9e710ad-1,agent,Thank you so much for reaching out to us! Have a great day!,11,3,polite,annotated
214946,acs-f76157e3-2c2e-4a66-b841-21bdb986ccf0,1,0.9814312024245878,acs-4a734e9e-74d5-47d1-9a2f-c1cfa9e710ad-2,acs-4a734e9e-74d5-47d1-9a2f-c1cfa9e710ad-2,agent,Thank you so much for reaching out to us! Have a great day!,11,3,polite,annotated
214947,acs-206424c5-0524-40e3-99fa-ee748cc90690,1,0.9814312024245878,acs-3b39752e-2a20-40a2-b3b3-6b0c417c1be3-1,acs-3b39752e-2a20-40a2-b3b3-6b0c417c1be3-1,agent,"Thank you for visiting us, wish to serve you again. Have a nice time!",11,3,polite,annotated
214948,acs-206424c5-0524-40e3-99fa-ee748cc90690,1,0.9814312024245878,acs-3b39752e-2a20-40a2-b3b3-6b0c417c1be3-2,acs-3b39752e-2a20-40a2-b3b3-6b0c417c1be3-2,agent,"Thank you for visiting us, wish to serve you again. Have a nice time!",11,3,polite,annotated
214949,acs-a32e36d2-ff99-4600-a761-1b31d159b74d,1,0.9814312024245878,acs-a5637b3e-5cda-4100-a8a2-fae24f743d10-1,acs-a5637b3e-5cda-4100-a8a2-fae24f743d10-1,agent,"Thank you for visiting us, wish to serve you again. Have a nice time!",13,3,polite,annotated
214950,acs-a32e36d2-ff99-4600-a761-1b31d159b74d,1,0.9814312024245878,acs-a5637b3e-5cda-4100-a8a2-fae24f743d10-2,acs-a5637b3e-5cda-4100-a8a2-fae24f743d10-2,agent,"Thank you for visiting us, wish to serve you again. Have a nice time!",13,3,polite,annotated
214951,acs-c8ef6f57-293f-4930-973c-0545e142f11a,1,0.9814312024245878,acs-8603210c-fc83-42e8-ad01-9db87e527ea8-1,acs-8603210c-fc83-42e8-ad01-9db87e527ea8-1,agent,Fantastic! Thank you for reaching out to us. Have a memorable journey. Bye.,14,3,polite,annotated
214952,acs-c8ef6f57-293f-4930-973c-0545e142f11a,1,0.9814312024245878,acs-8603210c-fc83-42e8-ad01-9db87e527ea8-2,acs-8603210c-fc83-42e8-ad01-9db87e527ea8-2,agent,Fantastic! Thank you for reaching out to us. Have a memorable journey. Bye.,14,3,polite,annotated
214953,acs-01903f88-4908-4f5e-ac09-1b26dfeb09d7,1,0.9814312024245878,acs-4d07f360-3b9a-4d62-a01c-c999a06cf8a0-1,acs-4d07f360-3b9a-4d62-a01c-c999a06cf8a0-1,agent,"Lovely! Thank you for visiting us, wish to serve you again. Have a safe flight!",15,3,polite,annotated
214954,acs-01903f88-4908-4f5e-ac09-1b26dfeb09d7,1,0.9814312024245878,acs-4d07f360-3b9a-4d62-a01c-c999a06cf8a0-2,acs-4d07f360-3b9a-4d62-a01c-c999a06cf8a0-2,agent,"Lovely! Thank you for visiting us, wish to serve you again. Have a safe flight!",15,3,polite,annotated
214955,acs-499df44a-453b-4d93-83b6-441bbab59272,1,0.9814312024245878,acs-ed2d0498-3c10-45c9-a496-69e5c1d30fde-1,acs-ed2d0498-3c10-45c9-a496-69e5c1d30fde-1,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",18,3,polite,annotated
214956,acs-499df44a-453b-4d93-83b6-441bbab59272,1,0.9814312024245878,acs-ed2d0498-3c10-45c9-a496-69e5c1d30fde-2,acs-ed2d0498-3c10-45c9-a496-69e5c1d30fde-2,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",18,3,polite,annotated
214957,acs-8e444c2c-65b3-4674-ad95-c88872fb7888,1,0.9814312024245878,acs-37591db1-7fdb-4a96-b207-22abb117a658-1,acs-37591db1-7fdb-4a96-b207-22abb117a658-1,agent,"Always a pleasure! Thank you for reaching out to us, it's a pleasure assisting you. Have a great day and happy traveling!",12,3,polite,annotated
214958,acs-41a92f7e-3060-4234-873c-9fb6b7a83532,1,0.9814312024245878,acs-c3acc986-402a-479f-864f-cb7c4be026e8-1,acs-c3acc986-402a-479f-864f-cb7c4be026e8-1,agent,Fantastic! Thank you for reaching out to us. Have a memorable journey. Bye.,16,3,polite,annotated
214959,acs-41a92f7e-3060-4234-873c-9fb6b7a83532,1,0.9814312024245878,acs-c3acc986-402a-479f-864f-cb7c4be026e8-2,acs-c3acc986-402a-479f-864f-cb7c4be026e8-2,agent,Fantastic! Thank you for reaching out to us. Have a memorable journey. Bye.,16,3,polite,annotated
214960,acs-4870e5d2-656e-4e4e-bb43-ed12035f9c85,1,0.9814312024245878,acs-aa338e67-b7f7-46e0-85d0-8b60801b5a65-1,acs-aa338e67-b7f7-46e0-85d0-8b60801b5a65-1,agent,Thank you so much for reaching out to us! Have a great day!,11,3,polite,annotated
214961,acs-4870e5d2-656e-4e4e-bb43-ed12035f9c85,1,0.9814312024245878,acs-aa338e67-b7f7-46e0-85d0-8b60801b5a65-2,acs-aa338e67-b7f7-46e0-85d0-8b60801b5a65-2,agent,Thank you so much for reaching out to us! Have a great day!,11,3,polite,annotated
214962,acs-5f35febd-6491-4dcf-9df5-6d1c38d029c4,1,0.9814312024245878,acs-95421633-9c54-43d4-870e-92d54dd35a61-1,acs-95421633-9c54-43d4-870e-92d54dd35a61-1,agent," Thank you for visiting us, we are always here to help you out. Have a safe flight!",11,3,polite,annotated
214963,acs-5f35febd-6491-4dcf-9df5-6d1c38d029c4,1,0.9814312024245878,acs-95421633-9c54-43d4-870e-92d54dd35a61-2,acs-95421633-9c54-43d4-870e-92d54dd35a61-2,agent," Thank you for visiting us, we are always here to help you out. Have a safe flight!",11,3,polite,annotated
214964,acs-cb1c196a-a480-4aea-b941-f74df57d1ac7,1,0.9814312024245878,acs-7edc5a0f-52f7-4275-82ed-84d8bf551925-1,acs-7edc5a0f-52f7-4275-82ed-84d8bf551925-1,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",11,3,polite,annotated
214965,acs-cb1c196a-a480-4aea-b941-f74df57d1ac7,1,0.9814312024245878,acs-7edc5a0f-52f7-4275-82ed-84d8bf551925-2,acs-7edc5a0f-52f7-4275-82ed-84d8bf551925-2,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",11,3,polite,annotated
214966,acs-78bd3e0a-80c6-469f-8d05-6796b53927be,1,0.9814312024245878,acs-d178342a-b64f-4b63-b818-a5f033632984-1,acs-d178342a-b64f-4b63-b818-a5f033632984-1,agent,Thank you so much for reaching out to us! Have a great day!,21,3,polite,annotated
214967,acs-78bd3e0a-80c6-469f-8d05-6796b53927be,1,0.9814312024245878,acs-d178342a-b64f-4b63-b818-a5f033632984-2,acs-d178342a-b64f-4b63-b818-a5f033632984-2,agent,Thank you so much for reaching out to us! Have a great day!,21,3,polite,annotated
214968,acs-3bc62c6f-6bce-4887-8b9f-eb894466da93,1,0.9814312024245878,acs-f301a717-ffda-49e9-8766-ebdf5f134241-1,acs-f301a717-ffda-49e9-8766-ebdf5f134241-1,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",11,3,polite,annotated
214969,acs-3bc62c6f-6bce-4887-8b9f-eb894466da93,1,0.9814312024245878,acs-f301a717-ffda-49e9-8766-ebdf5f134241-2,acs-f301a717-ffda-49e9-8766-ebdf5f134241-2,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",11,3,polite,annotated
214970,acs-69d8299a-1d0f-491e-9a05-8c012cbb9957,1,0.9814312024245878,acs-c202169c-e99d-4eb5-84b5-d01368751cc8-1,acs-c202169c-e99d-4eb5-84b5-d01368751cc8-1,agent,Fantastic! Thank you for reaching out to us. Have a memorable journey. Bye.,11,3,polite,annotated
214971,acs-69d8299a-1d0f-491e-9a05-8c012cbb9957,1,0.9814312024245878,acs-c202169c-e99d-4eb5-84b5-d01368751cc8-2,acs-c202169c-e99d-4eb5-84b5-d01368751cc8-2,agent,Fantastic! Thank you for reaching out to us. Have a memorable journey. Bye.,11,3,polite,annotated
214972,acs-ae63aea7-99c4-4d21-81e6-845a26f55713,1,0.9814312024245878,acs-1dda81c0-827c-4146-9b92-224825318bc0-1,acs-1dda81c0-827c-4146-9b92-224825318bc0-1,agent,Fantastic! Thank you for reaching out to us. Have a memorable journey. Bye.,12,3,polite,annotated
214973,acs-ae63aea7-99c4-4d21-81e6-845a26f55713,1,0.9814312024245878,acs-1dda81c0-827c-4146-9b92-224825318bc0-2,acs-1dda81c0-827c-4146-9b92-224825318bc0-2,agent,Fantastic! Thank you for reaching out to us. Have a memorable journey. Bye.,12,3,polite,annotated
214974,acs-5bccb9cf-b82a-4a46-814f-b97a7b4c8730,1,0.9814312024245878,acs-7bbc6ff2-b3e8-491e-85ee-693e202e5f1e-1,acs-7bbc6ff2-b3e8-491e-85ee-693e202e5f1e-1,agent,Thank you so much for reaching out to us! Have a great day!,13,3,polite,annotated
214975,acs-5bccb9cf-b82a-4a46-814f-b97a7b4c8730,1,0.9814312024245878,acs-7bbc6ff2-b3e8-491e-85ee-693e202e5f1e-2,acs-7bbc6ff2-b3e8-491e-85ee-693e202e5f1e-2,agent,Thank you so much for reaching out to us! Have a great day!,13,3,polite,annotated
214976,acs-4980eaf7-b528-47fc-acbf-e9d5d0f21b62,1,0.9814312024245878,acs-c2416bbf-4c2b-4b86-9d5a-285e76a01778-1,acs-c2416bbf-4c2b-4b86-9d5a-285e76a01778-1,agent,Superb! Thank you for reaching out to us. Have a great journey. Bye.,17,3,polite,annotated
214977,acs-4980eaf7-b528-47fc-acbf-e9d5d0f21b62,1,0.9814312024245878,acs-c2416bbf-4c2b-4b86-9d5a-285e76a01778-2,acs-c2416bbf-4c2b-4b86-9d5a-285e76a01778-2,agent,Superb! Thank you for reaching out to us. Have a great journey. Bye.,17,3,polite,annotated
214978,acs-5acead43-fe02-494d-b00e-6af4efc751fb,1,0.9814312024245878,acs-8c70b198-37d2-4e5b-a608-1599b6a81de1-1,acs-8c70b198-37d2-4e5b-a608-1599b6a81de1-1,agent," Thank you for visiting us, we are always here to help you out. Have a safe flight!",13,3,polite,annotated
214979,acs-5acead43-fe02-494d-b00e-6af4efc751fb,1,0.9814312024245878,acs-8c70b198-37d2-4e5b-a608-1599b6a81de1-2,acs-8c70b198-37d2-4e5b-a608-1599b6a81de1-2,agent," Thank you for visiting us, we are always here to help you out. Have a safe flight!",13,3,polite,annotated
214980,acs-f2b52089-b067-473a-ac28-fc41d4c1bc13,1,0.9814312024245878,acs-0f002657-b7f0-4ff5-a2f8-7553a02dbe97-1,acs-0f002657-b7f0-4ff5-a2f8-7553a02dbe97-1,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",17,3,polite,annotated
214981,acs-f2b52089-b067-473a-ac28-fc41d4c1bc13,1,0.9814312024245878,acs-0f002657-b7f0-4ff5-a2f8-7553a02dbe97-2,acs-0f002657-b7f0-4ff5-a2f8-7553a02dbe97-2,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",17,3,polite,annotated
214982,acs-a1227380-a92a-4c7b-83c3-197bfd0a54b5,1,0.9814312024245878,acs-3b7ccfeb-d685-4f5f-a167-b32f5d7441ae-1,acs-3b7ccfeb-d685-4f5f-a167-b32f5d7441ae-1,agent," Thank you for visiting us, we are always here to help you out. Have a safe flight!",10,3,polite,annotated
214983,acs-a1227380-a92a-4c7b-83c3-197bfd0a54b5,1,0.9814312024245878,acs-3b7ccfeb-d685-4f5f-a167-b32f5d7441ae-2,acs-3b7ccfeb-d685-4f5f-a167-b32f5d7441ae-2,agent," Thank you for visiting us, we are always here to help you out. Have a safe flight!",10,3,polite,annotated
214984,acs-c83de174-88a5-479f-a5ed-88ec42d48fc0,1,0.9814312024245878,acs-e1f8e63b-b905-4beb-8da5-864c82ebe4dc-1,acs-e1f8e63b-b905-4beb-8da5-864c82ebe4dc-1,agent,Fantastic! Thank you for reaching out to us. Have a great journey. Bye.,13,3,polite,annotated
214985,acs-c83de174-88a5-479f-a5ed-88ec42d48fc0,1,0.9814312024245878,acs-e1f8e63b-b905-4beb-8da5-864c82ebe4dc-2,acs-e1f8e63b-b905-4beb-8da5-864c82ebe4dc-2,agent,Fantastic! Thank you for reaching out to us. Have a great journey. Bye.,13,3,polite,annotated
214986,acs-1b818cd4-d813-4717-9c1d-25b7374345ad,1,0.9814312024245878,acs-15845c02-10d9-4ca3-bb21-2113f69ad961-1,acs-15845c02-10d9-4ca3-bb21-2113f69ad961-1,agent,"Okay! Thanks for reaching out to us, hope you have a wonderful trip ahead. ",13,3,polite,annotated
214987,acs-1b818cd4-d813-4717-9c1d-25b7374345ad,1,0.9814312024245878,acs-15845c02-10d9-4ca3-bb21-2113f69ad961-2,acs-15845c02-10d9-4ca3-bb21-2113f69ad961-2,agent,"Okay! Thanks for reaching out to us, hope you have a wonderful trip ahead. ",13,3,polite,annotated
214988,acs-a0e743b2-f351-4acb-999b-146225a3c77f,1,0.9814312024245878,acs-d97124d4-b64e-40ef-a003-f5cdd500ff56-1,acs-d97124d4-b64e-40ef-a003-f5cdd500ff56-1,agent,"Okay! Thanks for reaching out to us, hope you have a wonderful trip ahead. ",16,3,polite,annotated
214989,acs-a0e743b2-f351-4acb-999b-146225a3c77f,1,0.9814312024245878,acs-d97124d4-b64e-40ef-a003-f5cdd500ff56-2,acs-d97124d4-b64e-40ef-a003-f5cdd500ff56-2,agent,"Okay! Thanks for reaching out to us, hope you have a wonderful trip ahead. ",16,3,polite,annotated
214990,acs-71868c77-aec3-4301-9e2d-61f72b6a3fd1,1,0.9814312024245878,acs-9be88608-1ee4-4c27-8341-b1710ff1e69f-1,acs-9be88608-1ee4-4c27-8341-b1710ff1e69f-1,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",17,3,polite,annotated
214991,acs-71868c77-aec3-4301-9e2d-61f72b6a3fd1,1,0.9814312024245878,acs-9be88608-1ee4-4c27-8341-b1710ff1e69f-2,acs-9be88608-1ee4-4c27-8341-b1710ff1e69f-2,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",17,3,polite,annotated
214992,acs-b3f2a7a2-aab7-4806-ba6d-e58c3e233374,1,0.9814312024245878,acs-bbbc1ed8-7c0d-4eb1-9edc-0b4f7423ecc8-1,acs-bbbc1ed8-7c0d-4eb1-9edc-0b4f7423ecc8-1,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",13,3,polite,annotated
214993,acs-b3f2a7a2-aab7-4806-ba6d-e58c3e233374,1,0.9814312024245878,acs-bbbc1ed8-7c0d-4eb1-9edc-0b4f7423ecc8-2,acs-bbbc1ed8-7c0d-4eb1-9edc-0b4f7423ecc8-2,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",13,3,polite,annotated
214994,acs-1188d93a-2367-45b0-8cb2-7ec1de3a3ad9,1,0.9814312024245878,acs-ba413e18-63f1-4993-9ee8-79200189657f-1,acs-ba413e18-63f1-4993-9ee8-79200189657f-1,,"Alright! It was great assisting you, thanks for choosing our services. Have a safe flight, goodbye.",17,3,polite,annotated
214995,acs-39e2f8e8-6ebc-4e3a-81c1-eef5784e802e,1,0.9814312024245878,acs-63f7184c-1d8c-4d45-a565-fb321f5264f0-1,acs-63f7184c-1d8c-4d45-a565-fb321f5264f0-1,agent,Superb! Thank you for reaching out to us. Have a great journey. Bye.,10,3,polite,annotated
214996,acs-39e2f8e8-6ebc-4e3a-81c1-eef5784e802e,1,0.9814312024245878,acs-63f7184c-1d8c-4d45-a565-fb321f5264f0-2,acs-63f7184c-1d8c-4d45-a565-fb321f5264f0-2,agent,Superb! Thank you for reaching out to us. Have a great journey. Bye.,10,3,polite,annotated
214997,acs-0f4a38ee-3ca2-4b39-90d7-ebbbea991fbb,1,0.9814312024245878,acs-a261401a-4542-4e67-8f2f-de9f6d4e5897-1,acs-a261401a-4542-4e67-8f2f-de9f6d4e5897-1,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",20,3,polite,annotated
214998,acs-0f4a38ee-3ca2-4b39-90d7-ebbbea991fbb,1,0.9814312024245878,acs-a261401a-4542-4e67-8f2f-de9f6d4e5897-2,acs-a261401a-4542-4e67-8f2f-de9f6d4e5897-2,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",20,3,polite,annotated
214999,acs-936800cb-3d97-4814-bb28-975c7892fab8,1,0.9814312024245878,acs-763793f1-d1b2-441a-8e9d-f10a99a1e321-1,acs-763793f1-d1b2-441a-8e9d-f10a99a1e321-1,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",15,3,polite,annotated
215000,acs-936800cb-3d97-4814-bb28-975c7892fab8,1,0.9814312024245878,acs-763793f1-d1b2-441a-8e9d-f10a99a1e321-2,acs-763793f1-d1b2-441a-8e9d-f10a99a1e321-2,agent,"Thank you for visiting us, wish to serve you again. Have a safe journey!",15,3,polite,annotated
215001,acs-70a482dc-5fc7-4297-a5f6-637257f8d668,1,0.9814312024245878,acs-d457b11e-4998-45fb-a9a1-4a4bf69aac85-1,acs-d457b11e-4998-45fb-a9a1-4a4bf69aac85-1,agent,"Thank you for visiting us, wish to serve you again. Have a nice time!",12,3,polite,annotated
215002,acs-70a482dc-5fc7-4297-a5f6-637257f8d668,1,0.9814312024245878,acs-d457b11e-4998-45fb-a9a1-4a4bf69aac85-2,acs-d457b11e-4998-45fb-a9a1-4a4bf69aac85-2,agent,"Thank you for visiting us, wish to serve you again. Have a nice time!",12,3,polite,annotated
215003,acs-c8fb40a3-ed9b-496e-8a90-d7072445429b,1,0.9814312024245878,acs-4c47042e-c8a2-4a44-b66d-b6fa2cd06fd7-1,acs-4c47042e-c8a2-4a44-b66d-b6fa2cd06fd7-1,agent,Thank you so much for reaching out to us! Have a great day!,11,3,polite,annotated
215004,acs-c8fb40a3-ed9b-496e-8a90-d7072445429b,1,0.9814312024245878,acs-4c47042e-c8a2-4a44-b66d-b6fa2cd06fd7-2,acs-4c47042e-c8a2-4a44-b66d-b6fa2cd06fd7-2,agent,Thank you so much for reaching out to us! Have a great day!,11,3,polite,annotated
215005,acs-f154762b-9727-4261-aab9-ee49c7633224,1,0.9814312024245878,acs-103f1dcb-fe6c-4c43-9d0c-ea1928e4a32c-1,acs-103f1dcb-fe6c-4c43-9d0c-ea1928e4a32c-1,agent," Thank you for choosing us, we are always help you out. Have a wonderful flight!",11,3,polite,annotated
215006,acs-f154762b-9727-4261-aab9-ee49c7633224,1,0.9814312024245878,acs-103f1dcb-fe6c-4c43-9d0c-ea1928e4a32c-2,acs-103f1dcb-fe6c-4c43-9d0c-ea1928e4a32c-2,agent," Thank you for choosing us, we are always help you out. Have a wonderful flight!",11,3,polite,annotated
