,id,prediction,pred_score,conversation_id,root,speaker,text,turnNumber,politeness_label,politeness_label_name,annotation_status
215292,acs-a317a9c8-df99-4100-b207-3adef13d3519,1,0.9914723460929464,acs-ee67b1e2-b68c-4dc7-b429-509b5a34e99b-2,acs-ee67b1e2-b68c-4dc7-b429-509b5a34e99b-2,agent,"Perfect! Thank you for the information, Please allow me a moment, I'll be back with the details.",9,3,polite,annotated
215293,acs-3d50256a-8899-4e11-8efe-ab02a1880ca4,1,0.9914723460929464,acs-65a9247a-8749-4d9e-a86a-29168cc25dc6-1,acs-65a9247a-8749-4d9e-a86a-29168cc25dc6-1,agent,"Thank you so much, I appreciate your effort, please allow me a moment to process the request.",10,3,polite,annotated
215294,acs-6af62016-37ab-4187-8f51-20ef203f1697,1,0.9914723460929464,acs-552896f1-6b7c-4bbf-a0b4-cecb446914d0-1,acs-552896f1-6b7c-4bbf-a0b4-cecb446914d0-1,agent,"Thank you so much for your information, please allow me a moment while I go ahead and do the needful.",9,3,polite,annotated
215295,acs-6af62016-37ab-4187-8f51-20ef203f1697,1,0.9914723460929464,acs-552896f1-6b7c-4bbf-a0b4-cecb446914d0-2,acs-552896f1-6b7c-4bbf-a0b4-cecb446914d0-2,agent,"Thank you so much for your information, please allow me a moment while I go ahead and do the needful.",9,3,polite,annotated
215296,acs-a739b060-3e22-4192-a70c-49fcf297a5e1,1,0.9914723460929464,acs-600d6385-ae5a-42bb-92be-1e44bd09ca03-1,acs-600d6385-ae5a-42bb-92be-1e44bd09ca03-1,agent,"Perfect! thank you so much for all the information, please give me a moment while I do the needful. ",8,3,polite,annotated
215297,acs-b54d0d72-6dfc-44fe-a69d-de2251e6e47c,1,0.9914723460929464,acs-1d7026bc-4e53-4153-a20f-ba3594f35d02-1,acs-1d7026bc-4e53-4153-a20f-ba3594f35d02-1,agent,"Thank you so much for your information, please allow me a moment while I go ahead and do the needful.",12,3,polite,annotated
215298,acs-b54d0d72-6dfc-44fe-a69d-de2251e6e47c,1,0.9914723460929464,acs-1d7026bc-4e53-4153-a20f-ba3594f35d02-2,acs-1d7026bc-4e53-4153-a20f-ba3594f35d02-2,agent,"Thank you so much for your information, please allow me a moment while I go ahead and do the needful.",12,3,polite,annotated
215299,acs-67f2672c-100c-43b6-95d8-6468b74976d7,1,0.9914723460929464,acs-bbbd2089-e0f0-4727-b00a-2d9c9d3936d6-1,acs-bbbd2089-e0f0-4727-b00a-2d9c9d3936d6-1,agent,"Thank you for sharing the required information, please allow me a moment while I go ahead and do the needful.",7,3,polite,annotated
215300,acs-67f2672c-100c-43b6-95d8-6468b74976d7,1,0.9914723460929464,acs-bbbd2089-e0f0-4727-b00a-2d9c9d3936d6-2,acs-bbbd2089-e0f0-4727-b00a-2d9c9d3936d6-2,agent,"Thank you for sharing the required information, please allow me a moment while I go ahead and do the needful.",7,3,polite,annotated
215301,acs-0f4634ab-85a3-4655-9c30-10c6aa301e0d,1,0.9914723460929464,acs-642e0282-e361-42a1-a73c-a025dce5a9a8-1,acs-642e0282-e361-42a1-a73c-a025dce5a9a8-1,agent,"Thank you for the information, please allow me a moment while I go ahead and do the needful. ",7,3,polite,annotated
215302,acs-0f4634ab-85a3-4655-9c30-10c6aa301e0d,1,0.9914723460929464,acs-642e0282-e361-42a1-a73c-a025dce5a9a8-2,acs-642e0282-e361-42a1-a73c-a025dce5a9a8-2,agent,"Thank you for the information, please allow me a moment while I go ahead and do the needful. ",7,3,polite,annotated
215303,acs-2ecb4718-a169-4f8b-b8ed-3124a9be7244,1,0.9914723460929464,acs-16020d81-f96a-44c4-8edb-fd5507ba7261-1,acs-16020d81-f96a-44c4-8edb-fd5507ba7261-1,agent,"Thank you so much for all the information, please stay connected while I go ahead and find your documents. ",8,3,polite,annotated
215304,acs-00c74706-15ea-4da7-b9f3-39a46e138f82,1,0.9914723460929464,acs-2492ad23-4d21-4dd9-ba71-7699446ed1ea-1,acs-2492ad23-4d21-4dd9-ba71-7699446ed1ea-1,agent,"Perfect! Thank you for sharing the information, Please allow me a moment, I'll be right back with the details?",9,3,polite,annotated
215305,acs-00c74706-15ea-4da7-b9f3-39a46e138f82,1,0.9914723460929464,acs-2492ad23-4d21-4dd9-ba71-7699446ed1ea-2,acs-2492ad23-4d21-4dd9-ba71-7699446ed1ea-2,agent,"Perfect! Thank you for sharing the information, Please allow me a moment, I'll be right back with the details?",9,3,polite,annotated
215306,acs-f1ff2b3e-efa0-41c3-8500-c80ee239b128,1,0.9914723460929464,acs-a98ceb77-e5c9-465c-9178-5bc558d0d8a2-1,acs-a98ceb77-e5c9-465c-9178-5bc558d0d8a2-1,agent,"Thank you so much for your information, please allow me a moment while I go ahead and do the needful.",9,3,polite,annotated
215307,acs-f1ff2b3e-efa0-41c3-8500-c80ee239b128,1,0.9914723460929464,acs-a98ceb77-e5c9-465c-9178-5bc558d0d8a2-2,acs-a98ceb77-e5c9-465c-9178-5bc558d0d8a2-2,agent,"Thank you so much for your information, please allow me a moment while I go ahead and do the needful.",9,3,polite,annotated
215308,acs-cf54c1f4-5fe8-4514-85d6-512b0190bedc,1,0.9914723460929464,acs-87551d31-e04f-4f49-a058-67897b205e06-1,acs-87551d31-e04f-4f49-a058-67897b205e06-1,agent,"Thank you for the information, please allow me a moment while I go ahead and do the needful. ",8,3,polite,annotated
215309,acs-cf54c1f4-5fe8-4514-85d6-512b0190bedc,1,0.9914723460929464,acs-87551d31-e04f-4f49-a058-67897b205e06-2,acs-87551d31-e04f-4f49-a058-67897b205e06-2,agent,"Thank you for the information, please allow me a moment while I go ahead and do the needful. ",8,3,polite,annotated
215310,acs-74ff4fb4-6eda-4168-a60b-015d381defcc,1,0.9914723460929464,acs-c88b5ec3-6e89-4b48-ac26-2f08983799e9-1,acs-c88b5ec3-6e89-4b48-ac26-2f08983799e9-1,agent,"Thank you for sharing the required information, please allow me a moment while I go ahead and do the needful. ",9,3,polite,annotated
215311,acs-74ff4fb4-6eda-4168-a60b-015d381defcc,1,0.9914723460929464,acs-c88b5ec3-6e89-4b48-ac26-2f08983799e9-2,acs-c88b5ec3-6e89-4b48-ac26-2f08983799e9-2,agent,"Thank you for sharing the required information, please allow me a moment while I go ahead and do the needful. ",9,3,polite,annotated
215312,acs-f0f6107f-7d7a-4945-865d-512824128f57,1,0.9914723460929464,acs-73b6d623-4152-4ccc-9c5a-244918786d40-1,acs-73b6d623-4152-4ccc-9c5a-244918786d40-1,agent,"Thank you for sharing the information, please allow me a moment while I check with the department. ",8,2,somewhat_polite,annotated
215313,acs-f0f6107f-7d7a-4945-865d-512824128f57,1,0.9914723460929464,acs-73b6d623-4152-4ccc-9c5a-244918786d40-2,acs-73b6d623-4152-4ccc-9c5a-244918786d40-2,agent,"Thank you for sharing the information, please allow me a moment while I check with the department. ",8,2,somewhat_polite,annotated
215314,acs-ecc8c317-d037-44b4-951e-cac6c687793a,1,0.9914723460929464,acs-b1405667-2411-47b0-9e39-e5de24f61792-1,acs-b1405667-2411-47b0-9e39-e5de24f61792-1,agent,"Thank you for the information, please allow me a moment while I go ahead and do the needful. ",10,3,polite,annotated
215315,acs-ecc8c317-d037-44b4-951e-cac6c687793a,1,0.9914723460929464,acs-b1405667-2411-47b0-9e39-e5de24f61792-2,acs-b1405667-2411-47b0-9e39-e5de24f61792-2,agent,"Thank you for the information, please allow me a moment while I go ahead and do the needful. ",10,3,polite,annotated
215316,acs-b07f0d2a-f087-4440-91d9-fbc007b10c15,1,0.9915486996558412,acs-a33d068e-90f5-4b79-8075-9447c76b3e31-1,acs-a33d068e-90f5-4b79-8075-9447c76b3e31-1,agent,Thank Suresh. May I please know the last 4 digit of the SSN?,5,2,somewhat_polite,annotated
215317,acs-ae3bb7e1-7b17-446d-ba95-8fb8b309d3bc,1,0.9915486996558412,acs-17366c04-a2c3-41e8-8b69-2e9ccf323a04-1,acs-17366c04-a2c3-41e8-8b69-2e9ccf323a04-1,agent,Thanks Rosy! May I please know the last 4 digit of the SSN?,5,2,somewhat_polite,annotated
215318,acs-ae3bb7e1-7b17-446d-ba95-8fb8b309d3bc,1,0.9915486996558412,acs-17366c04-a2c3-41e8-8b69-2e9ccf323a04-2,acs-17366c04-a2c3-41e8-8b69-2e9ccf323a04-2,agent,Thanks Rosy! May I please know the last 4 digit of the SSN?,5,2,somewhat_polite,annotated
215319,acs-4bdc9e80-434b-444e-b06e-197a19d475b2,1,0.9915486996558412,acs-2161da67-4772-44f9-bde9-eb8232bd4153-1,acs-2161da67-4772-44f9-bde9-eb8232bd4153-1,agent,Thanks Angel! May I please know the last 4 digit of the SSN?,5,2,somewhat_polite,annotated
215320,acs-4bdc9e80-434b-444e-b06e-197a19d475b2,1,0.9915486996558412,acs-2161da67-4772-44f9-bde9-eb8232bd4153-2,acs-2161da67-4772-44f9-bde9-eb8232bd4153-2,agent,Thanks Angel! May I please know the last 4 digit of the SSN?,5,2,somewhat_polite,annotated
215321,acs-b6367465-7779-4263-b9c5-3d67f037a259,1,0.9915486996558412,acs-0b8e86dd-3507-4c5e-a7f6-2ccfd265223c-1,acs-0b8e86dd-3507-4c5e-a7f6-2ccfd265223c-1,agent,Thanks Destiny! May I please know the last 4 digit of the SSN?,4,2,somewhat_polite,annotated
215322,acs-b6367465-7779-4263-b9c5-3d67f037a259,1,0.9915486996558412,acs-0b8e86dd-3507-4c5e-a7f6-2ccfd265223c-2,acs-0b8e86dd-3507-4c5e-a7f6-2ccfd265223c-2,agent,Thanks Destiny! May I please know the last 4 digit of the SSN?,4,2,somewhat_polite,annotated
215323,acs-e6e05680-7d99-4892-882b-96bf27e80411,1,0.991608306004658,acs-dea0f0d2-10ab-4344-9acc-eb8bded90da9-1,acs-dea0f0d2-10ab-4344-9acc-eb8bded90da9-1,agent,Thanks for reaching out to us. Hope to serve you again. For any queries please contact us anytime. Have a great day ahead!,17,3,polite,annotated
215324,acs-fe906567-29e3-44d1-b10e-f3944b2ce9db,1,0.991608306004658,acs-9ab2544a-8cf8-485a-857d-77df6b08ea92-1,acs-9ab2544a-8cf8-485a-857d-77df6b08ea92-1,agent,"As you have no query please contact us back when in need. Thanks for reaching out to us, hope you have a wonderful day ahead. ",13,3,polite,annotated
215325,acs-fe906567-29e3-44d1-b10e-f3944b2ce9db,1,0.991608306004658,acs-9ab2544a-8cf8-485a-857d-77df6b08ea92-2,acs-9ab2544a-8cf8-485a-857d-77df6b08ea92-2,agent,"As you have no query please contact us back when in need. Thanks for reaching out to us, hope you have a wonderful day ahead. ",13,3,polite,annotated
215326,acs-a9a89620-a90e-4d29-b662-92e94f657aa1,1,0.991608306004658,acs-dc315904-2efd-40bc-9941-40e69b9a69be-1,acs-dc315904-2efd-40bc-9941-40e69b9a69be-1,agent,Thanks for reaching out to us. Hope to serve you again. For any queries please contact us anytime. Have a great day ahead!,18,3,polite,annotated
215327,acs-702a7529-5d17-4472-91fa-80da3f773031,1,0.9916780483238952,acs-66ae351f-7b7f-4ed8-91fb-97d57bf27883-1,acs-66ae351f-7b7f-4ed8-91fb-97d57bf27883-1,agent,"I apologize, could you please let me know the last 4 digits of SSN?",6,2,somewhat_polite,annotated
215328,acs-702a7529-5d17-4472-91fa-80da3f773031,1,0.9916780483238952,acs-66ae351f-7b7f-4ed8-91fb-97d57bf27883-2,acs-66ae351f-7b7f-4ed8-91fb-97d57bf27883-2,agent,"I apologize, could you please let me know the last 4 digits of SSN?",6,2,somewhat_polite,annotated
215329,acs-a9861a8e-18fa-418b-ade6-4f92d6e6b2e4,1,0.9916780483238952,acs-0201aa01-6a36-44b7-8cf5-0140560e4d43-1,acs-0201aa01-6a36-44b7-8cf5-0140560e4d43-1,agent,"I apologize, could you please let me know the query again?",4,3,polite,annotated
215330,acs-a9861a8e-18fa-418b-ade6-4f92d6e6b2e4,1,0.9916780483238952,acs-0201aa01-6a36-44b7-8cf5-0140560e4d43-2,acs-0201aa01-6a36-44b7-8cf5-0140560e4d43-2,agent,"I apologize, could you please let me know the query again?",4,3,polite,annotated
215331,acs-48a85a69-2173-4f2d-9a86-a7221c826dec,1,0.9916780483238952,acs-896e057e-059b-49ed-990e-1f682cef8c29-1,acs-896e057e-059b-49ed-990e-1f682cef8c29-1,agent,"I apologize, could you please be more specific with the query?",3,2,somewhat_polite,annotated
215332,acs-48a85a69-2173-4f2d-9a86-a7221c826dec,1,0.9916780483238952,acs-896e057e-059b-49ed-990e-1f682cef8c29-2,acs-896e057e-059b-49ed-990e-1f682cef8c29-2,agent,"I apologize, could you please be more specific with the query?",3,2,somewhat_polite,annotated
215333,acs-c9731574-b667-4e1d-8df1-aace11c6663f,1,0.9916780483238952,acs-0e3555ea-7f09-4f8e-aca0-d04f28d77c9f-1,acs-0e3555ea-7f09-4f8e-aca0-d04f28d77c9f-1,agent,I apologize. Could you please confirm your name? ,5,2,somewhat_polite,annotated
215334,acs-0e138278-c61b-4f14-8ebd-7de5d4b9d36d,1,0.9916780483238952,acs-44ceb0e6-c927-40fe-922f-803293a63a9a-1,acs-44ceb0e6-c927-40fe-922f-803293a63a9a-1,agent,I apologize. Could you please be specific with the query?,5,2,somewhat_polite,annotated
215335,acs-f3e33c3d-2edc-4f35-895d-b51cf75946c7,1,0.9916780483238952,acs-b756285b-2c23-407d-ae23-e9e0e4650452-1,acs-b756285b-2c23-407d-ae23-e9e0e4650452-1,agent,"I apologize, could you please let me know the query?",6,2,somewhat_polite,annotated
215336,acs-f3e33c3d-2edc-4f35-895d-b51cf75946c7,1,0.9916780483238952,acs-b756285b-2c23-407d-ae23-e9e0e4650452-2,acs-b756285b-2c23-407d-ae23-e9e0e4650452-2,agent,"I apologize, could you please let me know the query?",6,2,somewhat_polite,annotated
215337,acs-b839edd3-e5dd-4d52-81ed-36c5756adb27,1,0.9916780483238952,acs-bd751c75-af8c-4fbf-b609-fb46dedc135c-1,acs-bd751c75-af8c-4fbf-b609-fb46dedc135c-1,agent,"I apologize, could you please let me know your query?",3,2,somewhat_polite,annotated
215338,acs-b839edd3-e5dd-4d52-81ed-36c5756adb27,1,0.9916780483238952,acs-bd751c75-af8c-4fbf-b609-fb46dedc135c-2,acs-bd751c75-af8c-4fbf-b609-fb46dedc135c-2,agent,"I apologize, could you please let me know your query?",3,2,somewhat_polite,annotated
215339,acs-848e4c9d-4812-4ee7-a264-71a358a7ce1b,1,0.9916780483238952,acs-acd9c657-39b8-4951-966a-b774e19483c4-1,acs-acd9c657-39b8-4951-966a-b774e19483c4-1,agent,"I apologize, could you please let me know the query?",2,2,somewhat_polite,annotated
215340,acs-848e4c9d-4812-4ee7-a264-71a358a7ce1b,1,0.9916780483238952,acs-acd9c657-39b8-4951-966a-b774e19483c4-2,acs-acd9c657-39b8-4951-966a-b774e19483c4-2,agent,"I apologize, could you please let me know the query?",2,2,somewhat_polite,annotated
215341,acs-f2311da9-c6f1-4e3d-b07d-9750f349d85f,1,0.9916780483238952,acs-1bd01761-de9e-4b83-9690-556f4402b9f4-1,acs-1bd01761-de9e-4b83-9690-556f4402b9f4-1,agent,"I apologize, could you please let me know the make and model of the car?",12,2,somewhat_polite,annotated
215342,acs-f2311da9-c6f1-4e3d-b07d-9750f349d85f,1,0.9916780483238952,acs-1bd01761-de9e-4b83-9690-556f4402b9f4-2,acs-1bd01761-de9e-4b83-9690-556f4402b9f4-2,agent,"I apologize, could you please let me know the make and model of the car?",12,2,somewhat_polite,annotated
215343,acs-4e6c6657-3170-40cf-8b0f-a55868bf0a2b,1,0.9916780483238952,acs-084bd655-4961-47de-a47c-1f876fbf4ba4-1,acs-084bd655-4961-47de-a47c-1f876fbf4ba4-1,agent,I apologize. Could you please confirm the SSN?,7,2,somewhat_polite,annotated
215344,acs-4e6c6657-3170-40cf-8b0f-a55868bf0a2b,1,0.9916780483238952,acs-084bd655-4961-47de-a47c-1f876fbf4ba4-2,acs-084bd655-4961-47de-a47c-1f876fbf4ba4-2,agent,I apologize. Could you please confirm the SSN?,7,2,somewhat_polite,annotated
215345,acs-7027c816-b0e6-4aac-b98b-eee76bc47db4,1,0.9916780483238952,acs-fbd2ec31-430c-4025-ad00-d55bfc9c7dde-1,acs-fbd2ec31-430c-4025-ad00-d55bfc9c7dde-1,agent,I apologize. Could you please help me with make and model of the car?,14,2,somewhat_polite,annotated
215346,acs-7027c816-b0e6-4aac-b98b-eee76bc47db4,1,0.9916780483238952,acs-fbd2ec31-430c-4025-ad00-d55bfc9c7dde-2,acs-fbd2ec31-430c-4025-ad00-d55bfc9c7dde-2,agent,I apologize. Could you please help me with make and model of the car?,14,2,somewhat_polite,annotated
215347,acs-f7193552-1443-4f2d-b6d9-5b67bd519746,1,0.9916780483238952,acs-7354d41a-0e04-4944-b152-cf90b6e54b4e-1,acs-7354d41a-0e04-4944-b152-cf90b6e54b4e-1,agent,"I apologize, could you please let me know the last 4 digits of SSN?",4,2,somewhat_polite,annotated
215348,acs-f7193552-1443-4f2d-b6d9-5b67bd519746,1,0.9916780483238952,acs-7354d41a-0e04-4944-b152-cf90b6e54b4e-2,acs-7354d41a-0e04-4944-b152-cf90b6e54b4e-2,agent,"I apologize, could you please let me know the last 4 digits of SSN?",4,2,somewhat_polite,annotated
215349,acs-72b979fa-de51-48a9-9f74-6a7d2fb83803,1,0.9916780483238952,acs-798b688e-784d-4bcd-b5bf-c5f9cdbb1de2-1,acs-798b688e-784d-4bcd-b5bf-c5f9cdbb1de2-1,agent,I apologize. Could you please confirm your SSN?,8,2,somewhat_polite,annotated
215350,acs-72b979fa-de51-48a9-9f74-6a7d2fb83803,1,0.9916780483238952,acs-798b688e-784d-4bcd-b5bf-c5f9cdbb1de2-2,acs-798b688e-784d-4bcd-b5bf-c5f9cdbb1de2-2,agent,I apologize. Could you please confirm your SSN?,8,2,somewhat_polite,annotated
215351,acs-46a4452d-4b40-4b43-8aa1-9a16d70f290b,1,0.9916780483238952,acs-29d37c91-fcd3-4134-926d-0d765421d751-1,acs-29d37c91-fcd3-4134-926d-0d765421d751-1,agent,"I apologize, could you please let me know the last 4 digits of SSN?",5,2,somewhat_polite,annotated
215352,acs-46a4452d-4b40-4b43-8aa1-9a16d70f290b,1,0.9916780483238952,acs-29d37c91-fcd3-4134-926d-0d765421d751-2,acs-29d37c91-fcd3-4134-926d-0d765421d751-2,agent,"I apologize, could you please let me know the last 4 digits of SSN?",5,2,somewhat_polite,annotated
215353,acs-c14f1258-e75d-4766-9b04-2f4627ce05bd,1,0.9916780483238952,acs-d12e6d5b-5ea0-4bb8-b7d2-18530122dd82-1,acs-d12e6d5b-5ea0-4bb8-b7d2-18530122dd82-1,agent,I apologize. Could you please be specific with the model of the car?,12,2,somewhat_polite,annotated
215354,acs-c14f1258-e75d-4766-9b04-2f4627ce05bd,1,0.9916780483238952,acs-d12e6d5b-5ea0-4bb8-b7d2-18530122dd82-2,acs-d12e6d5b-5ea0-4bb8-b7d2-18530122dd82-2,agent,I apologize. Could you please be specific with the model of the car?,12,2,somewhat_polite,annotated
215355,acs-09e19ddd-24e7-4e31-b32b-4ada4c3de14c,1,0.9916780483238952,acs-901362c2-aab3-488a-b003-f1598ffb2102-1,acs-901362c2-aab3-488a-b003-f1598ffb2102-1,agent,I apologize. Could you please provide the email address on the account?,9,2,somewhat_polite,annotated
215356,acs-3499f496-a783-419c-a900-5003b0a5ea0c,1,0.9916780483238952,acs-340d4097-af50-4531-8568-bfb385458d52-1,acs-340d4097-af50-4531-8568-bfb385458d52-1,agent,"I apologize, could you please let me know the make and model of the car?",9,2,somewhat_polite,annotated
215357,acs-3499f496-a783-419c-a900-5003b0a5ea0c,1,0.9916780483238952,acs-340d4097-af50-4531-8568-bfb385458d52-2,acs-340d4097-af50-4531-8568-bfb385458d52-2,agent,"I apologize, could you please let me know the make and model of the car?",9,2,somewhat_polite,annotated
215358,acs-e28fd645-e4a6-4a59-a5ca-0bfe95fb49d8,1,0.9916780483238952,acs-993169bf-c7ef-45a1-a76e-8490a70fd4c7-1,acs-993169bf-c7ef-45a1-a76e-8490a70fd4c7-1,agent,"I apologize, could you please be more specific with the query? ",4,2,somewhat_polite,annotated
215359,acs-e28fd645-e4a6-4a59-a5ca-0bfe95fb49d8,1,0.9916780483238952,acs-993169bf-c7ef-45a1-a76e-8490a70fd4c7-2,acs-993169bf-c7ef-45a1-a76e-8490a70fd4c7-2,agent,"I apologize, could you please be more specific with the query? ",4,2,somewhat_polite,annotated
215360,acs-17f7bc0b-99ca-40ab-8745-a40e689b8173,1,0.9916780483238952,acs-a7e5613f-7d25-46bc-bbe3-9fda1260627a-1,acs-a7e5613f-7d25-46bc-bbe3-9fda1260627a-1,agent,"I apologize, could you please be more specific with the query?",3,2,somewhat_polite,annotated
215361,acs-17f7bc0b-99ca-40ab-8745-a40e689b8173,1,0.9916780483238952,acs-a7e5613f-7d25-46bc-bbe3-9fda1260627a-2,acs-a7e5613f-7d25-46bc-bbe3-9fda1260627a-2,agent,"I apologize, could you please be more specific with the query?",3,2,somewhat_polite,annotated
215362,acs-22cba826-f213-49a7-9acf-979c034bb571,1,0.9916780483238952,acs-9c0a9709-158d-44ad-90ea-70801417bec5-1,acs-9c0a9709-158d-44ad-90ea-70801417bec5-1,agent,I apologize however please could you elaborate on your query?,7,3,polite,annotated
215363,acs-c8a0d45e-f909-4150-80de-5785137bb185,1,0.9916780483238952,acs-dfd8caed-6f20-45b1-984a-2c4a0432f5e7-1,acs-dfd8caed-6f20-45b1-984a-2c4a0432f5e7-1,agent,"I apologize, could you please let me know the last 4 digits of SSN?",8,2,somewhat_polite,annotated
215364,acs-c8a0d45e-f909-4150-80de-5785137bb185,1,0.9916780483238952,acs-dfd8caed-6f20-45b1-984a-2c4a0432f5e7-2,acs-dfd8caed-6f20-45b1-984a-2c4a0432f5e7-2,agent,"I apologize, could you please let me know the last 4 digits of SSN?",8,2,somewhat_polite,annotated
215365,acs-5becdb69-2e9a-4898-b4d7-633232f808c9,1,0.9916780483238952,acs-39624d3d-6363-4e98-812e-50a0f9a8b076-1,acs-39624d3d-6363-4e98-812e-50a0f9a8b076-1,agent,"I apologize, could you please be more specific with your query? ",5,2,somewhat_polite,annotated
215366,acs-5becdb69-2e9a-4898-b4d7-633232f808c9,1,0.9916780483238952,acs-39624d3d-6363-4e98-812e-50a0f9a8b076-2,acs-39624d3d-6363-4e98-812e-50a0f9a8b076-2,agent,"I apologize, could you please be more specific with your query? ",5,2,somewhat_polite,annotated
215367,acs-0553ab5f-dfa4-49bb-b2a2-0adb39390d05,1,0.9916780483238952,acs-42f4abea-cad2-4c1d-a41b-0992e51ffa14-1,acs-42f4abea-cad2-4c1d-a41b-0992e51ffa14-1,agent,"I apologize, could you please let me know the query?",3,2,somewhat_polite,annotated
215368,acs-0553ab5f-dfa4-49bb-b2a2-0adb39390d05,1,0.9916780483238952,acs-42f4abea-cad2-4c1d-a41b-0992e51ffa14-2,acs-42f4abea-cad2-4c1d-a41b-0992e51ffa14-2,agent,"I apologize, could you please let me know the query?",3,2,somewhat_polite,annotated
215369,acs-ff53f65d-6211-4a2a-92ec-abd7a177bcf9,1,0.9916780483238952,acs-a61cc2c5-4e0b-4a1a-94dc-be08eb32eefb-1,acs-a61cc2c5-4e0b-4a1a-94dc-be08eb32eefb-1,agent,I apologize. Could you please be specific with the model of the car?,8,2,somewhat_polite,annotated
